CustomerKey,Prefix,FirstName,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,AnnualIncome,TotalChildren,EducationLevel,Occupation,HomeOwNoer
15619,MR.,LEVI,SUBRAM,3/26/1973,M,Male,levi12@phoenixanalytic.co.ke,40000,1,Bachelors,Skilled Manual,Yes
15620,MS.,DOMINIQUE,SUBRAM,5/19/1973,S,Female,dominique10@phoenixanalytic.co.ke,50000,0,Graduate Degree,Skilled Manual,No
15621,MS.,KELLI,WU,9/26/1973,S,Female,kelli7@phoenixanalytic.co.ke,50000,0,Graduate Degree,Skilled Manual,Yes
15622,MR.,YVONNE,SCHLEGER,10/15/1972,S,Male,yvonne2@phoenixanalytic.co.ke,30000,0,High School,Manual,No
15623,MRS.,MOLLY,MADAN,10/11/1972,M,Female,molly7@phoenixanalytic.co.ke,40000,1,Bachelors,Skilled Manual,Yes
15624,MR.,TYRONE,RUBIO,08/11/1972,M,Male,tyrone20@phoenixanalytic.co.ke,40000,1,Bachelors,Skilled Manual,Yes
15625,MR.,CLINTON,ALVAREZ,10/17/1972,M,Male,clinton1@phoenixanalytic.co.ke,40000,1,Partial College,Clerical,Yes
15626,MR.,EDUARDO,WHITE,7/23/1972,M,Male,eduardo11@phoenixanalytic.co.ke,40000,1,Partial College,Clerical,Yes
15627,MR.,TROY,SRINI,12/24/1972,S,Male,troy9@phoenixanalytic.co.ke,40000,2,Partial College,Clerical,Yes
15628,MRS.,BRIANNA,SANDBERG,10/11/1916,M,Female,brianna47@phoenixanalytic.co.ke,40000,1,Bachelors,Skilled Manual,Yes
15629,MS.,MEGHAN,RUIZ,10/02/1971,S,Female,meghan1@phoenixanalytic.co.ke,10000,0,Partial High School,Manual,Yes
15630,MS.,NICHOLE,TANG,05/03/1971,S,Female,nichole4@phoenixanalytic.co.ke,20000,0,Partial High School,Manual,No
15631,MR.,CLAYTON,ANDERSEN,11/12/1971,S,Male,clayton31@phoenixanalytic.co.ke,20000,0,Partial High School,Manual,Yes
15632,MS.,GLORIA,CARLSON,01/09/1971,M,Female,gloria19@phoenixanalytic.co.ke,20000,0,Partial High School,Manual,No
15633,MS.,ASHLEE,SHAN,08/12/1971,S,Female,ashlee17@phoenixanalytic.co.ke,20000,0,Partial High School,Manual,No
15634,MR.,DALTON,KELLY,5/27/1971,S,Male,dalton72@phoenixanalytic.co.ke,30000,0,High School,Manual,No
15635,MS.,SHEILA,MARTIN,8/24/1971,S,Female,sheila0@phoenixanalytic.co.ke,30000,0,High School,Manual,No
15636,MR.,DAVID,WHITE,5/25/1970,S,Male,david71@phoenixanalytic.co.ke,40000,2,Partial College,Clerical,Yes
15637,MR.,RUSSELL,SHARMA,7/23/1971,S,Male,russell12@phoenixanalytic.co.ke,40000,2,Partial College,Clerical,Yes
15639,MS.,MELANIE,COLEMAN,03/02/1980,M,Female,melanie21@phoenixanalytic.co.ke,10000,0,Partial College,Manual,No
15640,MR.,GARY,GOMEZ,4/16/1980,S,Male,gary11@phoenixanalytic.co.ke,10000,0,Partial College,Manual,Yes
15641,MR.,MARCO,SARA,05/04/1978,M,Male,marco11@phoenixanalytic.co.ke,10000,0,Partial College,Manual,Yes
15642,MS.,CARA,GAO,8/24/1977,S,Female,cara10@phoenixanalytic.co.ke,10000,0,High School,Manual,Yes
15643,MR.,OMAR,RAJI,9/20/1977,S,Male,omar42@phoenixanalytic.co.ke,10000,0,High School,Manual,Yes
15644,MRS.,SAVANNAH,GONZALEZ,8/20/1979,S,Female,savannah31@phoenixanalytic.co.ke,10000,1,High School,Manual,No
15645,MR.,JAVIER,GILL,03/12/1979,M,Male,javier8@phoenixanalytic.co.ke,20000,0,Bachelors,Clerical,No
15646,MRS.,EMMA,KELLY,11/03/1978,S,Female,emma46@phoenixanalytic.co.ke,10000,1,High School,Manual,No
15647,MS.,DAWN,HE,11/20/1978,M,Female,dawn20@phoenixanalytic.co.ke,20000,0,Bachelors,Clerical,Yes
15648,MR.,EDGAR,GONZALEZ,09/04/1978,M,Male,edgar19@phoenixanalytic.co.ke,20000,0,Bachelors,Clerical,Yes
15649,MRS.,MELINDA,JIMENEZ,04/11/1943,M,Female,melinda2@phoenixanalytic.co.ke,30000,1,Bachelors,Clerical,Yes
15650,MR.,RONNIE,LI,02/03/1961,S,Male,ronnie2@phoenixanalytic.co.ke,20000,1,Partial College,Manual,No
15651,MRS.,ANN,LOPEZ,7/13/1961,S,Female,ann21@phoenixanalytic.co.ke,20000,1,Partial College,Manual,No
15652,MRS.,BARBARA,WANG,5/25/1961,M,Female,barbara11@phoenixanalytic.co.ke,30000,4,Graduate Degree,Clerical,Yes
15653,MR.,GERALD,MADAN,06/07/1961,S,Male,gerald37@phoenixanalytic.co.ke,30000,3,Graduate Degree,Clerical,Yes
15654,MR.,LEVI,FERNANDEZ,03/12/1960,S,Male,levi15@phoenixanalytic.co.ke,10000,1,High School,Manual,No
15655,MRS.,DEANNA,GOMEZ,11/02/1960,M,Female,deanna26@phoenixanalytic.co.ke,20000,1,Partial College,Manual,Yes
15656,MR.,DARRYL,ZHAO,6/15/1960,S,Male,darryl10@phoenixanalytic.co.ke,20000,1,Partial College,Manual,No
15657,MR.,MARCUS,HAYES,6/20/1960,M,Male,marcus72@phoenixanalytic.co.ke,30000,3,Graduate Degree,Clerical,Yes
15658,MRS.,VICTORIA,ROGERS,8/16/1959,S,Female,victoria27@phoenixanalytic.co.ke,10000,1,High School,Manual,No
15659,MRS.,ANGELA,RIVERA,2/14/1959,M,Female,angela43@phoenixanalytic.co.ke,20000,2,Partial College,Manual,Yes
15660,MRS.,APRIL,JAI,09/02/1959,M,Female,april9@phoenixanalytic.co.ke,20000,2,Partial College,Manual,Yes
15661,MR.,BRANDON,ROBINSON,8/20/1959,M,Male,brandon48@phoenixanalytic.co.ke,30000,3,Graduate Degree,Clerical,Yes
15662,MRS.,MEGAN,RICHARDSON,5/24/1960,M,Female,megan38@phoenixanalytic.co.ke,30000,3,Bachelors,Clerical,Yes
15663,MS.,MANDY,CHEN,07/09/1959,M,Female,mandy3@phoenixanalytic.co.ke,30000,0,Bachelors,Clerical,Yes
15664,MS.,JILL,VAZQUEZ,4/26/1959,S,Female,jill22@phoenixanalytic.co.ke,30000,0,Bachelors,Clerical,Yes
15665,MS.,KRISTI,SAI,07/06/1959,M,Female,kristi22@phoenixanalytic.co.ke,30000,0,Bachelors,Clerical,Yes
15666,MRS.,BIANCA,LIANG,10/22/1970,S,Female,bianca13@phoenixanalytic.co.ke,10000,2,High School,Manual,Yes
15667,MR.,HECTOR,RAMOS,9/17/1970,M,Male,hector15@phoenixanalytic.co.ke,30000,0,Bachelors,Clerical,Yes
15668,MR.,ERICK,FERNANDEZ,2/27/1970,M,Male,erick15@phoenixanalytic.co.ke,40000,0,Graduate Degree,Clerical,No
15669,MS.,PAUL,SUURS,4/24/1970,M,Female,paul8@phoenixanalytic.co.ke,40000,0,Graduate Degree,Clerical,Yes
15670,MR.,SERGIO,SÁNCHEZ,08/03/1969,M,Male,sergio21@phoenixanalytic.co.ke,20000,0,Partial College,Manual,No
15671,MR.,LAWRENCE,TORRES,5/27/1969,S,Male,lawrence10@phoenixanalytic.co.ke,20000,0,Partial College,Manual,No
15672,MR.,KELVIN,NARA,1/19/1969,S,Male,kelvin13@phoenixanalytic.co.ke,20000,0,Partial College,Manual,Yes
15673,MR.,JON,GOEL,06/08/1969,S,Male,jon16@phoenixanalytic.co.ke,20000,0,Partial College,Manual,No
15674,MR.,TOMMY,RAHEEM,07/08/1969,S,Male,tommy14@phoenixanalytic.co.ke,30000,0,Bachelors,Clerical,Yes
15675,MR.,JAY,ALONSO,10/16/1969,M,Male,jay37@phoenixanalytic.co.ke,40000,0,Graduate Degree,Clerical,Yes
15676,MR.,TODD,WANG,04/07/1969,S,Male,todd3@phoenixanalytic.co.ke,40000,0,Graduate Degree,Clerical,Yes
15677,MS.,ALYSSA,BRADLEY,08/11/1969,M,Female,alyssa31@phoenixanalytic.co.ke,40000,0,Graduate Degree,Clerical,Yes
15678,MS.,SUSAN,ZHOU,06/08/1969,M,Female,susan18@phoenixanalytic.co.ke,40000,0,Graduate Degree,Clerical,Yes
15679,MR.,ROBERT,PATTERSON,09/10/1952,M,Male,robert24@phoenixanalytic.co.ke,10000,3,Partial College,Manual,No
15680,MRS.,TASHA,SHE,03/09/1951,M,Female,tasha0@phoenixanalytic.co.ke,10000,4,High School,Manual,No
15682,MRS.,HEIDI,GARCIA,5/21/1944,S,Female,heidi17@phoenixanalytic.co.ke,80000,5,Bachelors,Management,Yes
15683,MRS.,JESSIE,CARLSON,6/22/1944,S,Female,jessie37@phoenixanalytic.co.ke,90000,5,Partial College,Professional,No
15684,MR.,TYRONE,SUAREZ,07/10/1944,S,Male,tyrone18@phoenixanalytic.co.ke,90000,5,Partial College,Professional,No
15685,MRS.,ROBIN,VAZQUEZ,06/09/1944,M,Female,robin11@phoenixanalytic.co.ke,110000,3,Bachelors,Management,Yes
15686,MR.,PEDRO,VAZQUEZ,07/03/1944,M,Male,pedro35@phoenixanalytic.co.ke,130000,3,Bachelors,Management,Yes
15687,MR.,JAY,SURI,6/18/1945,M,Male,jay6@phoenixanalytic.co.ke,70000,5,High School,Professional,Yes
15688,MR.,CHASE,GRAY,05/07/1945,M,Male,chase6@phoenixanalytic.co.ke,70000,5,High School,Professional,Yes
15689,MRS.,STACEY,WANG,01/06/1945,S,Female,stacey1@phoenixanalytic.co.ke,90000,5,Partial College,Professional,No
15690,MR.,CLIFFORD,PEREZ,06/12/1946,S,Male,clifford20@phoenixanalytic.co.ke,160000,3,Bachelors,Management,No
15691,MR.,JULIAN,HENDERSON,6/17/1954,M,Male,julian6@phoenixanalytic.co.ke,90000,3,High School,Professional,Yes
15692,MR.,RYAN,GARCIA,4/14/1954,M,Male,ryan52@phoenixanalytic.co.ke,90000,3,High School,Professional,Yes
15693,MRS.,ISABEL,BARNES,7/19/1954,S,Female,isabel3@phoenixanalytic.co.ke,90000,3,High School,Professional,Yes
15694,MRS.,STEPHANIE,DIAZ,7/21/1953,M,Female,stephanie49@phoenixanalytic.co.ke,80000,4,Partial College,Professional,Yes
15695,MR.,BRUCE,GOMEZ,6/18/1954,M,Male,bruce23@phoenixanalytic.co.ke,150000,3,Partial High School,Professional,Yes
15696,MR.,DAMIEN,SUN,06/05/1953,M,Male,damien10@phoenixanalytic.co.ke,100000,3,Bachelors,Management,Yes
15697,MRS.,JULIA,MORRIS,07/06/1953,M,Female,julia48@phoenixanalytic.co.ke,110000,2,Partial College,Professional,Yes
15698,MRS.,SUSAN,WANG,03/03/1953,S,Female,susan11@phoenixanalytic.co.ke,120000,3,Bachelors,Management,Yes
15699,MR.,JONATHON,HERNANDEZ,09/11/1953,M,Male,jonathon0@phoenixanalytic.co.ke,170000,0,Bachelors,Management,Yes
15700,MR.,EUGENE,GUO,11/19/1952,M,Male,eugene22@phoenixanalytic.co.ke,80000,4,Partial College,Professional,Yes
15701,MRS.,JILLIAN,KAPOOR,9/27/1952,M,Female,jillian2@phoenixanalytic.co.ke,130000,4,Partial College,Professional,No
15702,MRS.,RUTH,MEHTA,8/18/1952,M,Female,ruth18@phoenixanalytic.co.ke,130000,4,High School,Professional,Yes
15703,MRS.,ALISON,CHANDE,05/06/1951,M,Female,alison15@phoenixanalytic.co.ke,80000,5,High School,Professional,Yes
15704,MR.,PETER,LUO,3/14/1951,S,Male,peter13@phoenixanalytic.co.ke,90000,4,High School,Professional,Yes
15705,MR.,GABRIEL,SIMMONS,3/22/1950,M,Male,gabriel12@phoenixanalytic.co.ke,100000,3,Partial College,Management,Yes
15706,MRS.,TINA,ARTHUR,11/25/1949,M,Female,tina8@phoenixanalytic.co.ke,90000,4,High School,Management,Yes
15707,MRS.,ROBIN,RUBIO,9/15/1949,M,Female,robin16@phoenixanalytic.co.ke,120000,4,Partial College,Management,Yes
15708,MRS.,NINA,JAI,7/21/1949,M,Female,nina11@phoenixanalytic.co.ke,120000,4,High School,Management,Yes
15709,MRS.,CHELSEA,PRASAD,09/03/1948,M,Female,chelsea10@phoenixanalytic.co.ke,70000,5,Partial High School,Skilled Manual,Yes
15710,MRS.,BRANDY,RANA,1/23/1948,M,Female,brandy7@phoenixanalytic.co.ke,90000,4,High School,Management,No
15711,MR.,JEFFERY,LIANG,07/02/1948,M,Male,jeffery16@phoenixanalytic.co.ke,110000,4,High School,Management,Yes
15712,MRS.,WHITNEY,CHANDRA,12/05/1948,M,Female,whitney2@phoenixanalytic.co.ke,130000,4,High School,Management,Yes
15713,MRS.,HANNAH,LEE,06/09/1948,M,Female,hannah20@phoenixanalytic.co.ke,130000,5,Partial High School,Professional,Yes
15714,MRS.,BETHANY,PAL,9/17/1947,S,Female,bethany15@phoenixanalytic.co.ke,80000,5,Partial High School,Skilled Manual,Yes
15715,MS.,ISABELLA,ADAMS,6/20/1975,S,Female,isabella46@phoenixanalytic.co.ke,60000,0,Bachelors,Professional,No
15716,MR.,ROY,MADAN,6/20/1975,S,Male,roy8@phoenixanalytic.co.ke,70000,0,Bachelors,Professional,No
15717,MS.,ALEXIA,HENDERSON,5/26/1976,S,Female,alexia5@phoenixanalytic.co.ke,70000,0,Bachelors,Professional,No
15718,MS.,HEATHER,LIN,4/15/1976,M,Female,heather7@phoenixanalytic.co.ke,70000,0,Bachelors,Professional,Yes
15719,MS.,LACEY,LIANG,7/13/1976,M,Female,lacey29@phoenixanalytic.co.ke,80000,0,Bachelors,Professional,Yes
15720,MS.,JAIME,RAMOS,7/26/1974,M,Female,jaime19@phoenixanalytic.co.ke,70000,0,Bachelors,Professional,Yes
15721,MS.,CARA,GUO,8/15/1974,S,Female,cara13@phoenixanalytic.co.ke,80000,0,Bachelors,Professional,No
15722,MS.,ANGELA,JENKINS,11/26/1974,M,Female,angela9@phoenixanalytic.co.ke,80000,0,Bachelors,Professional,No
15723,MS.,KATE,DENG,3/18/1974,M,Female,kate1@phoenixanalytic.co.ke,90000,0,Bachelors,Professional,Yes
15724,MR.,ROGER,SHE,05/02/1974,S,Male,roger27@phoenixanalytic.co.ke,90000,0,Bachelors,Professional,No
15725,MR.,TREVOR,PRICE,7/18/1973,M,Male,trevor0@phoenixanalytic.co.ke,90000,0,Bachelors,Professional,No
15726,MS.,FAITH,BARNES,2/27/1973,M,Female,faith3@phoenixanalytic.co.ke,90000,0,Bachelors,Professional,Yes
15727,MS.,ALISHA,ZENG,05/03/1972,M,Female,alisha23@phoenixanalytic.co.ke,80000,0,Bachelors,Professional,Yes
15728,MR.,KEITH,SHARMA,08/03/1973,M,Male,keith12@phoenixanalytic.co.ke,110000,0,Partial College,Management,No
15729,MS.,MAYRA,SURI,9/24/1972,M,Female,mayra0@phoenixanalytic.co.ke,90000,0,Bachelors,Professional,No
15730,MR.,PHILIP,DOMINGUEZ,2/19/1972,M,Male,philip13@phoenixanalytic.co.ke,90000,0,Bachelors,Professional,Yes
15731,MR.,COREY,CHAVEZ,3/20/1971,S,Male,corey13@phoenixanalytic.co.ke,80000,0,Bachelors,Professional,No
15732,MS.,SANDRA,ZHU,5/28/1972,M,Female,sandra21@phoenixanalytic.co.ke,120000,0,Partial High School,Professional,Yes
15733,MS.,LESLIE,RAMOS,3/25/1972,M,Female,leslie18@phoenixanalytic.co.ke,120000,0,Partial High School,Professional,Yes
15734,MS.,ALICIA,LAL,07/11/1970,M,Female,alicia6@phoenixanalytic.co.ke,100000,0,Partial High School,Professional,Yes
15735,MS.,LORI,BLANCO,05/02/1970,M,Female,lori16@phoenixanalytic.co.ke,100000,0,Partial High School,Professional,Yes
15736,MRS.,SHEENA,RAJE,6/13/1941,M,Female,sheena12@phoenixanalytic.co.ke,110000,2,Graduate Degree,Management,Yes
15737,MR.,ALEXANDER,ROBINSON,04/04/1941,S,Male,alexander22@phoenixanalytic.co.ke,120000,2,Graduate Degree,Management,Yes
15738,MRS.,ABIGAIL,MILLER,7/23/1941,M,Female,abigail51@phoenixanalytic.co.ke,120000,2,Graduate Degree,Management,Yes
15739,MR.,GARRETT,ROGERS,12/16/1942,M,Male,garrett24@phoenixanalytic.co.ke,70000,5,Bachelors,Management,Yes
15740,MR.,JOHNNY,KUMAR,04/11/1942,M,Male,johnny8@phoenixanalytic.co.ke,80000,5,Bachelors,Management,Yes
15741,MRS.,ISABELLA,ALLEN,10/11/1942,M,Female,isabella55@phoenixanalytic.co.ke,80000,5,Bachelors,Management,Yes
15742,MRS.,GRACE,THOMPSON,11/07/1942,M,Female,grace15@phoenixanalytic.co.ke,90000,5,Bachelors,Management,Yes
15743,MRS.,CHLOE,THOMPSON,2/18/1942,M,Female,chloe26@phoenixanalytic.co.ke,120000,2,Graduate Degree,Management,No
15744,MRS.,ANGELA,GRAY,3/22/1942,M,Female,angela32@phoenixanalytic.co.ke,120000,2,Graduate Degree,Management,Yes
15746,MRS.,EMILY,WALKER,12/02/1943,M,Female,emily23@phoenixanalytic.co.ke,120000,2,Bachelors,Management,Yes
15747,MR.,EVAN,NELSON,2/25/1944,M,Male,evan34@phoenixanalytic.co.ke,70000,4,Bachelors,Management,Yes
15748,MR.,AUSTIN,JENKINS,06/09/1944,M,Male,austin2@phoenixanalytic.co.ke,70000,4,Bachelors,Management,Yes
15749,MRS.,GRACE,BROWN,10/25/1944,S,Female,grace3@phoenixanalytic.co.ke,70000,4,Bachelors,Management,Yes
15750,MS.,KAITLIN,MARTINEZ,10/20/1973,M,Female,kaitlin16@phoenixanalytic.co.ke,70000,0,Partial College,Professional,No
15751,MRS.,KRISTEN,XU,2/25/1955,S,Female,kristen11@phoenixanalytic.co.ke,80000,2,High School,Skilled Manual,Yes
15752,MR.,BOBBY,RODRIGUEZ,10/02/1955,M,Male,bobby11@phoenixanalytic.co.ke,80000,2,High School,Skilled Manual,No
15753,MRS.,MARGARET,LI,12/22/1956,S,Female,margaret10@phoenixanalytic.co.ke,70000,2,High School,Skilled Manual,Yes
15754,MRS.,CRYSTAL,XU,6/23/1956,S,Female,crystal13@phoenixanalytic.co.ke,70000,2,High School,Skilled Manual,Yes
15755,MR.,CONNOR,FLORES,1/26/1956,M,Male,connor7@phoenixanalytic.co.ke,70000,2,High School,Skilled Manual,No
15756,MRS.,KARI,GUTIERREZ,07/08/1957,S,Female,kari31@phoenixanalytic.co.ke,70000,2,High School,Professional,Yes
15757,MR.,EDWIN,FERRIER,07/10/1957,S,Male,edwin45@phoenixanalytic.co.ke,70000,2,High School,Professional,Yes
15758,MR.,ARTURO,ANDERSEN,5/26/1958,M,Male,arturo38@phoenixanalytic.co.ke,130000,0,Graduate Degree,Management,Yes
15759,MS.,ERIN,BROOKS,11/07/1973,M,Female,erin5@phoenixanalytic.co.ke,80000,0,Bachelors,Management,No
15760,MR.,RICHARD,JAMES,05/04/1974,M,Male,richard79@phoenixanalytic.co.ke,30000,0,High School,Professional,Yes
15761,MR.,XAVIER,THOMPSON,10/18/1974,S,Male,xavier13@phoenixanalytic.co.ke,30000,0,High School,Professional,Yes
15762,MR.,GARRETT,STEWART,05/08/1974,S,Male,garrett27@phoenixanalytic.co.ke,30000,0,High School,Professional,No
15763,MR.,XAVIER,YOUNG,7/25/1974,M,Male,xavier23@phoenixanalytic.co.ke,60000,0,Partial College,Professional,Yes
15764,MR.,LOUIS,GUO,6/15/1959,S,Male,louis12@phoenixanalytic.co.ke,120000,1,Bachelors,Management,No
15765,MR.,GILBERT,DENG,10/18/1959,M,Male,gilbert22@phoenixanalytic.co.ke,130000,0,Graduate Degree,Management,Yes
15766,MS.,PRISCILLA,BLACK,8/16/1959,S,Female,priscilla19@phoenixanalytic.co.ke,160000,0,Graduate Degree,Management,No
15768,MS.,VICTORIA,WALKER,11/26/1966,M,Female,victoria22@phoenixanalytic.co.ke,130000,0,Graduate Degree,Management,Yes
15769,MS.,KELLY,COLEMAN,05/09/1966,M,Female,kelly10@phoenixanalytic.co.ke,130000,0,Graduate Degree,Management,Yes
15770,MR.,XAVIER,BROOKS,10/11/1966,S,Male,xavier67@phoenixanalytic.co.ke,150000,0,Bachelors,Management,No
15771,MRS.,MARIA,DIAZ,1/23/1958,M,Female,maria43@phoenixanalytic.co.ke,130000,1,Graduate Degree,Management,Yes
15772,MR.,CHRISTOPHER,ANDERSON,3/13/1957,M,Male,christopher10@phoenixanalytic.co.ke,70000,2,Partial High School,Skilled Manual,No
15773,MR.,DYLAN,JENKINS,10/03/1957,M,Male,dylan5@phoenixanalytic.co.ke,70000,2,Partial High School,Skilled Manual,No
15774,MRS.,NATALIE,KELLY,2/27/1957,M,Female,natalie23@phoenixanalytic.co.ke,60000,2,High School,Professional,No
15775,MRS.,MICHELLE,WARD,12/20/1957,M,Female,michelle13@phoenixanalytic.co.ke,60000,2,High School,Professional,No
15776,MR.,JESSE,MITCHELL,9/13/1957,M,Male,jesse36@phoenixanalytic.co.ke,60000,2,High School,Professional,No
15777,MRS.,BRIANNA,SMITH,1/21/1957,M,Female,brianna0@phoenixanalytic.co.ke,60000,2,High School,Professional,No
15778,MR.,JOSÉ,MILLER,05/10/1957,S,Male,josé64@phoenixanalytic.co.ke,70000,2,Partial College,Professional,Yes
15779,MR.,JACKSON,HAYES,2/18/1957,M,Male,jackson24@phoenixanalytic.co.ke,70000,2,Partial College,Professional,Yes
15780,MRS.,CLAUDIA,MCDONALD,5/14/1957,M,Female,claudia3@phoenixanalytic.co.ke,70000,3,Partial College,Professional,Yes
15781,MR.,BLAKE,EVANS,04/02/1957,M,Male,blake45@phoenixanalytic.co.ke,80000,2,Bachelors,Management,Yes
15782,MRS.,KATELYN,COLLINS,11/23/1957,M,Female,katelyn24@phoenixanalytic.co.ke,90000,2,Partial College,Professional,Yes
15783,MR.,DAVID,ALEXANDER,07/11/1967,M,Male,david52@phoenixanalytic.co.ke,90000,3,Bachelors,Professional,Yes
15784,MRS.,REBEKAH,VAZQUEZ,09/04/1967,M,Female,rebekah34@phoenixanalytic.co.ke,90000,4,Bachelors,Professional,Yes
15785,MR.,EDWIN,ZHANG,4/26/1962,S,Male,edwin0@phoenixanalytic.co.ke,70000,1,Partial College,Skilled Manual,Yes
15786,MR.,MARSHALL,ANDERSEN,11/03/1962,M,Male,marshall33@phoenixanalytic.co.ke,70000,1,Partial College,Skilled Manual,Yes
15787,MRS.,CYNTHIA,GONZALEZ,5/21/1961,S,Female,cynthia24@phoenixanalytic.co.ke,60000,1,Partial College,Skilled Manual,Yes
15788,MS.,BARBARA,LI,3/18/1966,S,Female,barbara13@phoenixanalytic.co.ke,100000,0,Bachelors,Professional,No
15790,MR.,COLIN,XU,6/15/1960,S,Male,colin13@phoenixanalytic.co.ke,60000,1,Partial College,Skilled Manual,Yes
15791,MRS.,MEGAN,LONG,9/20/1960,M,Female,megan59@phoenixanalytic.co.ke,60000,1,Partial College,Skilled Manual,Yes
15792,MR.,ERNEST,ZHOU,02/10/1960,M,Male,ernest8@phoenixanalytic.co.ke,60000,1,Partial College,Skilled Manual,Yes
15793,MS.,RENEE,NAVARRO,04/12/1965,S,Female,renee9@phoenixanalytic.co.ke,70000,0,Bachelors,Professional,No
15794,MRS.,TONYA,CHANDER,6/21/1965,M,Female,tonya15@phoenixanalytic.co.ke,80000,5,Bachelors,Professional,No
15795,MRS.,DIANE,MUNOZ,1/16/1965,M,Female,diane12@phoenixanalytic.co.ke,80000,5,Bachelors,Professional,Yes
15796,MR.,EDWARD,HAYES,05/11/1965,M,Male,edward71@phoenixanalytic.co.ke,80000,5,Bachelors,Professional,Yes
15797,MR.,ISAAC,COX,3/28/1965,M,Male,isaac10@phoenixanalytic.co.ke,80000,5,Bachelors,Professional,Yes
15798,MS.,ANNE,MUNOZ,9/19/1964,S,Female,anne8@phoenixanalytic.co.ke,70000,0,Bachelors,Professional,No
15799,MRS.,VICTORIA,ANDERSON,01/12/1959,M,Female,victoria11@phoenixanalytic.co.ke,90000,1,Bachelors,Professional,Yes
15800,MR.,ALBERTO,SERRANO,12/11/1959,S,Male,alberto16@phoenixanalytic.co.ke,90000,1,Bachelors,Professional,Yes
15801,MS.,KATRINA,SHEN,11/13/1963,S,Female,katrina1@phoenixanalytic.co.ke,70000,0,Bachelors,Professional,Yes
15802,MS.,BRIDGET,KUMAR,4/24/1963,S,Female,bridget9@phoenixanalytic.co.ke,70000,0,Bachelors,Professional,No
15803,MR.,BRADLEY,GOEL,10/18/1962,M,Male,bradley21@phoenixanalytic.co.ke,70000,5,Bachelors,Professional,No
15804,MRS.,BRITTNEY,LIU,8/20/1962,M,Female,brittney3@phoenixanalytic.co.ke,70000,5,Bachelors,Professional,Yes
15805,MRS.,DAWN,LIN,03/02/1962,M,Female,dawn9@phoenixanalytic.co.ke,70000,5,Partial College,Skilled Manual,Yes
15806,MR.,DEVIN,ALLEN,01/06/1962,M,Male,devin22@phoenixanalytic.co.ke,70000,5,Partial College,Skilled Manual,No
15807,MR.,SCOT,SCHULTE,11/02/1961,S,Male,scot1@phoenixanalytic.co.ke,70000,5,Partial College,Skilled Manual,Yes
15808,MRS.,NATASHA,BLANCO,1/19/1961,M,Female,natasha15@phoenixanalytic.co.ke,70000,5,Partial College,Skilled Manual,Yes
15809,MR.,CHRISTIAN,SHARMA,9/15/1960,M,Male,christian16@phoenixanalytic.co.ke,70000,5,Partial College,Skilled Manual,Yes
15810,MRS.,REGINA,KAPOOR,09/06/1960,M,Female,regina1@phoenixanalytic.co.ke,70000,5,Partial College,Skilled Manual,No
15811,MR.,BARBARA,SCHULTZ,05/05/1960,M,Male,barbara7@phoenixanalytic.co.ke,70000,5,Partial College,Skilled Manual,Yes
15812,MR.,LOGAN,ALLEN,10/11/1953,M,Male,logan48@phoenixanalytic.co.ke,30000,2,Partial College,Clerical,No
15813,MR.,JULIAN,DIAZ,08/02/1976,S,Male,julian21@phoenixanalytic.co.ke,30000,0,High School,Skilled Manual,Yes
15814,MS.,MONICA,SUBRAM,4/16/1976,S,Female,monica13@phoenixanalytic.co.ke,40000,0,High School,Skilled Manual,Yes
15815,MS.,NICOLE,PRICE,1/25/1975,S,Female,nicole48@phoenixanalytic.co.ke,40000,0,High School,Skilled Manual,Yes
15816,MS.,VICTORIA,MILLER,5/20/1976,M,Female,victoria7@phoenixanalytic.co.ke,40000,0,High School,Skilled Manual,Yes
15817,MS.,CHLOE,ALEXANDER,07/08/1976,S,Female,chloe84@phoenixanalytic.co.ke,40000,0,High School,Skilled Manual,No
15818,MR.,STANLEY,PEREZ,7/19/1976,M,Male,stanley23@phoenixanalytic.co.ke,40000,0,High School,Skilled Manual,Yes
15819,MS.,SAVANNAH,COX,9/15/1980,S,Female,savannah9@phoenixanalytic.co.ke,30000,0,High School,Skilled Manual,Yes
15820,MR.,CHASE,WARD,10/02/1980,M,Male,chase12@phoenixanalytic.co.ke,30000,0,High School,Skilled Manual,Yes
15821,MR.,LOGAN,ANDERSON,12/26/1980,S,Male,logan61@phoenixanalytic.co.ke,30000,0,High School,Skilled Manual,No
15822,MR.,DAMIEN,ZHU,10/19/1938,M,Male,damien11@phoenixanalytic.co.ke,40000,2,Bachelors,Management,Yes
15823,MRS.,SHARON,TANG,9/24/1938,S,Female,sharon10@phoenixanalytic.co.ke,60000,2,Graduate Degree,Management,Yes
15824,MS.,LINDSAY,KUMAR,06/02/1977,S,Female,lindsay7@phoenixanalytic.co.ke,30000,0,Partial High School,Clerical,Yes
15825,MS.,ANGELA,SIMMONS,06/04/1976,S,Female,angela18@phoenixanalytic.co.ke,40000,0,High School,Skilled Manual,Yes
15826,MS.,MARISSA,PRICE,01/09/1979,S,Female,marissa19@phoenixanalytic.co.ke,30000,0,Partial High School,Clerical,No
15827,MS.,DANIELLE,WARD,05/07/1979,S,Female,danielle14@phoenixanalytic.co.ke,40000,0,High School,Skilled Manual,No
